id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,response,complain,age,Total_Spending,Age_Group,Total_Purchases,mnttotal,YearMonth
8643,1971,Bachelor,Single,69930.0,0,0,2013-05-26,21,252,98,827,219,70,196,1,4,5,12,3,0,0,54,1662,50s,21,1662,2013-05
1685,1967,PhD,Single,62981.0,0,0,2013-03-17,21,796,14,590,38,44,0,1,4,5,13,3,0,0,58,1482,50s,22,1482,2013-03
2877,1974,Master,Single,46014.0,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,51,541,50s,16,541,2013-01
8369,1987,Bachelor,Single,18227.0,1,0,2012-08-11,21,1,2,7,4,3,11,1,0,1,2,8,0,0,38,28,30s,3,28,2012-08
6233,1976,Bachelor,Married,65991.0,0,1,2012-07-09,21,507,19,364,25,47,9,3,9,5,10,7,0,0,49,971,40s,24,971,2012-07
195,1972,Bachelor,Single,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,53,246,50s,10,246,2012-08
1501,1982,PhD,Married,160803.0,0,0,2012-04-08,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,43,1717,40s,29,1717,2012-04
10846,1978,Master,Married,43783.0,1,0,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7,0,0,47,629,40s,16,629,2014-05
8341,1969,PhD,Married,30396.0,1,0,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,1,0,56,34,50s,4,34,2014-04
10766,1964,PhD,Married,65526.0,0,1,2014-11-04,22,397,19,69,12,0,9,1,4,4,8,2,0,0,61,506,60s,16,506,2014-11
9971,1964,PhD,Married,65526.0,0,1,2014-11-04,22,397,19,69,12,0,9,1,4,4,8,2,0,0,61,506,60s,16,506,2014-11
8737,1978,Bachelor,Divorced,55563.0,0,1,2014-05-04,22,29,1,9,2,0,2,1,2,0,3,3,0,0,47,43,40s,5,43,2014-05
6466,1965,PhD,Married,57236.0,1,1,2014-12-03,22,105,0,9,2,1,4,3,2,1,4,3,0,0,60,121,50s,7,121,2014-12
10430,1973,Bachelor,Divorced,89694.0,1,1,2013-09-10,22,1126,28,211,37,28,42,3,4,3,4,5,0,0,52,1472,50s,11,1472,2013-09
8773,1971,Master,Single,57420.0,0,1,2013-06-25,22,280,0,18,0,0,24,3,5,1,6,7,0,0,54,322,50s,12,322,2013-06
2371,1972,Bachelor,Married,33622.0,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,53,81,50s,6,81,2013-04
7786,1986,PhD,Single,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,39,160,30s,8,160,2013-02
4088,1962,PhD,Single,31497.0,0,1,2012-06-12,22,108,1,28,13,1,4,2,3,1,4,8,0,0,63,155,60s,8,155,2012-06
4971,1962,PhD,Single,31497.0,0,1,2012-06-12,22,108,1,28,13,1,4,2,3,1,4,8,0,0,63,155,60s,8,155,2012-06
10560,1980,PhD,Single,36802.0,1,0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,45,20,40s,4,20,2014-06
6892,1968,Bachelor,Divorced,61671.0,0,1,2014-03-06,23,641,7,56,0,0,28,8,10,4,6,8,0,0,57,732,50s,20,732,2014-03
1818,1971,PhD,Single,29732.0,1,0,2014-03-25,23,25,0,8,0,1,4,1,2,0,2,9,0,0,54,38,50s,4,38,2014-03
9485,1986,PhD,Married,45921.0,0,0,2014-10-03,23,102,9,49,24,3,12,1,2,1,6,4,0,0,39,199,30s,9,199,2014-10
6646,1984,Bachelor,Single,16529.0,1,0,2014-01-03,23,3,0,5,13,0,1,1,1,0,3,6,0,0,41,22,40s,4,22,2014-01
4248,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,65,2008,60s,19,2008,2014-02
7451,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,65,2008,60s,19,2008,2014-02
7861,1952,Master,Married,77027.0,0,1,2014-05-02,23,820,57,242,45,0,11,2,8,3,6,4,0,0,73,1175,70s,17,1175,2014-05
5232,1965,Bachelor,Married,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,60,227,50s,10,227,2014-01
3011,1965,Bachelor,Married,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,60,227,50s,10,227,2014-01
5758,1982,Bachelor,Married,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,43,1189,40s,27,1189,2014-01
2173,1952,Bachelor,Widow,40049.0,0,1,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,0,0,73,32,70s,4,32,2013-10
10711,1945,Bachelor,Married,69755.0,0,0,2013-02-10,23,217,77,373,111,23,93,1,3,6,12,1,0,0,80,894,70s,21,894,2013-02
2782,1961,PhD,Married,54456.0,0,1,2013-11-07,23,352,0,27,10,0,15,3,6,1,7,6,0,0,64,404,60s,14,404,2013-11
9432,1977,Bachelor,Single,666666.0,1,0,2013-02-06,23,9,14,18,8,1,12,4,3,1,3,6,0,0,48,62,40s,7,62,2013-02
5872,1951,Bachelor,Single,60689.0,0,1,2013-01-06,23,240,90,216,63,6,24,4,4,4,10,3,0,0,74,639,70s,18,639,2013-01
11187,1978,Basic,Single,26487.0,1,0,2013-05-20,23,2,8,10,12,14,23,3,2,1,3,5,0,0,47,69,40s,6,69,2013-05
2428,1970,Bachelor,Married,28164.0,1,0,2013-04-05,23,3,18,26,11,8,12,3,2,0,4,7,0,0,55,78,50s,6,78,2013-04
1726,1970,Bachelor,Single,22585.0,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,1,0,55,81,50s,4,81,2013-03
1802,1971,Bachelor,Married,64795.0,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,54,680,50s,18,680,2013-01
1162,1987,PhD,Single,42000.0,0,0,2013-10-01,23,124,83,267,85,59,35,2,5,2,11,5,1,0,38,653,30s,18,653,2013-10
10643,1987,PhD,Single,42000.0,0,0,2013-10-01,23,124,83,267,85,59,35,2,5,2,11,5,1,0,38,653,30s,18,653,2013-10
11112,1966,Bachelor,Single,70713.0,0,1,2012-03-12,23,736,114,279,82,76,190,6,5,6,8,3,0,0,59,1477,50s,19,1477,2012-03
2114,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,1,0,79,1315,70s,25,1315,2012-11
4261,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,1,0,79,1315,70s,25,1315,2012-11
2457,1975,Basic,Married,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,50,45,40s,4,45,2012-10
2495,1974,Master,Married,83891.0,0,1,2014-06-20,24,217,38,350,111,85,15,1,4,7,10,1,0,0,51,816,50s,21,816,2014-06
6983,1950,Master,Divorced,38054.0,1,1,2014-01-05,24,23,2,17,2,1,0,2,2,0,3,7,0,0,75,45,70s,5,45,2014-01
3436,1969,Bachelor,Married,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,56,20,50s,4,20,2014-01
7505,1957,PhD,Married,44155.0,1,1,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,0,68,46,60s,4,46,2014-01
4286,1970,PhD,Single,57642.0,0,1,2014-09-01,24,580,6,58,8,0,27,3,7,6,6,4,0,0,55,679,50s,19,679,2014-09
7224,1977,Bachelor,Married,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,48,31,40s,4,31,2013-12
6215,1977,Bachelor,Married,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,1,0,48,31,40s,4,31,2013-12
968,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,57,187,50s,9,187,2013-12
4096,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,57,187,50s,9,187,2013-12
3153,1957,PhD,Single,40737.0,2,1,2013-08-12,24,11,0,4,0,0,2,1,1,0,2,8,0,0,68,17,60s,3,17,2013-08
6504,1975,Master,Single,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,0,0,50,78,40s,6,78,2013-11
5329,1949,PhD,Divorced,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,76,11,70s,3,11,2013-09
1175,1983,Master,Married,36262.0,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,42,426,40s,11,426,2013-09
1377,1954,Master,Widow,44551.0,0,1,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,0,71,285,70s,10,285,2013-08
4607,1959,Bachelor,Single,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,66,777,60s,16,777,2013-08
4944,1959,Bachelor,Single,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,66,777,60s,16,777,2013-08
9483,1959,Bachelor,Single,57957.0,0,1,2013-08-19,24,290,59,177,77,5,29,7,4,6,8,3,0,1,66,637,60s,18,637,2013-08
1378,1972,Master,Single,50334.0,0,1,2013-07-24,24,284,16,160,84,16,134,6,7,4,6,6,0,0,53,694,50s,17,694,2013-07
5991,1949,Master,Married,48150.0,0,1,2013-08-06,24,173,2,39,3,2,47,3,5,1,4,7,0,0,76,266,70s,10,266,2013-08
2807,1969,Bachelor,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,56,1001,50s,24,1001,2013-02
1052,1969,Bachelor,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,56,1001,50s,24,1001,2013-02
9760,1963,PhD,Widow,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,1,0,62,1198,60s,25,1198,2013-01
7101,1963,PhD,Widow,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,62,1198,60s,25,1198,2013-01
9909,1996,Master,Married,7500.0,0,0,2012-09-11,24,3,18,14,15,22,50,3,3,1,3,9,1,0,29,122,20s,7,122,2012-09
5907,1952,Master,Married,33444.0,1,1,2012-03-11,24,8,0,8,0,0,2,1,1,0,2,8,0,0,73,18,70s,3,18,2012-03
793,1973,Bachelor,Married,20895.0,1,0,2012-06-10,24,18,3,17,3,0,4,1,2,0,3,9,0,0,52,45,50s,5,45,2012-06
8832,1976,Master,Single,37509.0,1,0,2012-12-09,24,37,5,56,12,8,5,2,3,0,4,7,0,0,49,123,40s,7,123,2012-12
2535,1978,Master,Married,88097.0,1,0,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9,1,0,47,844,40s,19,844,2012-08
1523,1973,Bachelor,Married,59041.0,1,1,2014-07-05,25,69,2,15,2,2,6,2,2,0,4,5,0,0,52,96,50s,6,96,2014-07
1839,1974,Bachelor,Single,43322.0,0,0,2014-04-21,25,56,7,48,10,2,18,1,3,0,4,7,0,0,51,141,50s,7,141,2014-04
9972,1955,PhD,Single,46015.0,1,1,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7,0,0,70,46,60s,4,46,2014-04
2945,1955,PhD,Single,46015.0,1,1,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7,0,0,70,46,60s,4,46,2014-04
9291,1959,Master,Married,34242.0,0,1,2014-03-23,25,8,2,4,0,0,1,1,0,0,3,5,0,0,66,15,60s,3,15,2014-03
2829,1955,Bachelor,Married,65210.0,0,1,2014-10-03,25,626,0,70,0,7,28,2,9,3,8,6,0,0,70,731,60s,20,731,2014-10
8594,1958,PhD,Widow,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,67,135,60s,7,135,2014-01
1592,1970,Bachelor,Married,90765.0,0,0,2014-01-24,25,547,99,812,151,82,33,0,4,6,5,1,0,0,55,1724,50s,15,1724,2014-01
6950,1958,Master,Married,49572.0,1,1,2013-12-15,25,35,1,16,0,1,1,2,2,0,3,7,0,0,67,54,60s,5,54,2013-12
8492,1978,Bachelor,Single,75437.0,0,0,2013-09-11,25,795,0,545,95,58,0,1,8,4,10,6,0,0,47,1493,40s,22,1493,2013-09
5684,1971,Master,Divorced,44635.0,1,1,2013-11-10,25,56,0,9,0,0,3,2,2,0,3,7,0,0,54,68,50s,5,68,2013-11
5909,1964,Bachelor,Married,58512.0,0,1,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8,0,0,61,1171,60s,15,1171,2013-09
9855,1952,PhD,Single,62000.0,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,73,1020,70s,25,1020,2013-08
975,1956,Bachelor,Single,54252.0,1,1,2013-05-28,25,178,4,26,8,4,44,5,4,1,5,6,0,0,69,264,60s,10,264,2013-05
8754,1974,PhD,Single,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,51,20,50s,3,20,2013-05
1456,1979,Bachelor,Single,60474.0,0,1,2013-01-04,25,265,199,303,234,9,170,7,10,2,12,7,0,0,46,1180,40s,24,1180,2013-01
2849,1979,Bachelor,Single,60474.0,0,1,2013-01-04,25,265,199,303,234,9,170,7,10,2,12,7,0,0,46,1180,40s,24,1180,2013-01
9984,1981,Master,Married,56337.0,1,1,2013-03-27,25,349,16,144,28,5,182,5,8,5,4,8,1,0,44,724,40s,17,724,2013-03
5527,1987,Bachelor,Single,22434.0,1,0,2013-02-13,25,4,12,11,3,13,15,2,2,0,3,8,0,0,38,58,30s,5,58,2013-02
5628,1982,Bachelor,Single,61416.0,0,0,2013-08-02,25,848,154,323,201,61,78,1,10,3,10,6,0,0,43,1665,40s,23,1665,2013-08
7627,1975,Master,Married,92163.0,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,1,0,50,2086,40s,21,2086,2012-12
1351,1956,Master,Single,58656.0,0,1,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,6,0,0,69,1220,60s,28,1220,2012-09
10395,1986,Basic,Single,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,39,101,30s,7,101,2012-08
6961,1974,Bachelor,Married,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,51,11,50s,3,11,2014-05
10196,1978,Bachelor,Married,71427.0,2,0,2014-12-03,26,212,123,177,15,64,23,2,8,2,8,4,0,0,47,614,40s,18,614,2014-12
6182,1984,Bachelor,Single,26646.0,1,0,2014-10-02,26,11,4,20,10,3,5,2,2,0,4,6,0,0,41,53,40s,6,53,2014-10
10432,1974,Bachelor,Divorced,19346.0,1,0,2014-01-30,26,2,0,9,3,6,2,1,1,0,3,8,0,0,51,22,50s,4,22,2014-01
1542,1975,Bachelor,Single,56243.0,1,2,2013-12-30,26,347,0,35,4,3,7,6,4,2,8,5,0,0,50,396,40s,14,396,2013-12
4220,1970,PhD,Married,59892.0,0,1,2013-02-11,26,73,0,13,0,1,0,1,2,1,3,3,0,0,55,87,50s,6,87,2013-02
4141,1965,Bachelor,Single,71613.0,0,0,2013-08-21,26,426,49,127,111,21,42,1,8,2,10,4,0,0,60,776,50s,20,776,2013-08
1940,1986,Bachelor,Married,25252.0,1,0,2013-12-07,26,1,3,4,2,2,6,1,1,0,2,8,0,0,39,18,30s,3,18,2013-12
1506,1975,Bachelor,Single,42160.0,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,1,0,50,140,40s,7,140,2013-06
6347,1979,Basic,Single,15862.0,1,0,2013-06-27,26,1,1,4,11,9,10,1,1,0,3,8,0,0,46,36,40s,4,36,2013-06
1361,1974,Master,Married,82584.0,0,0,2013-04-06,26,1076,68,103,29,91,68,1,3,4,8,1,1,0,51,1435,50s,15,1435,2013-04
9422,1989,Bachelor,Married,38360.0,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,36,131,30s,7,131,2013-05
1081,1957,PhD,Married,75283.0,1,2,2013-03-27,26,733,9,180,12,19,66,11,6,3,5,4,0,0,68,1019,60s,14,1019,2013-03
7458,1956,Master,Single,34941.0,1,1,2013-06-03,26,39,2,25,4,3,24,2,3,0,3,8,0,0,69,97,60s,6,97,2013-06
1012,1952,Bachelor,Single,61823.0,0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,73,884,70s,20,884,2013-02
5453,1956,Master,Married,90226.0,0,0,2012-09-26,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,69,2352,60s,23,2352,2012-09
6818,1974,Bachelor,Married,44989.0,0,1,2012-12-09,26,98,0,106,49,10,106,5,5,1,5,6,0,0,51,369,50s,11,369,2012-12
7807,1974,Bachelor,Married,44989.0,0,1,2012-12-09,26,98,0,106,49,10,106,5,5,1,5,6,0,0,51,369,50s,11,369,2012-12
7532,1980,Bachelor,Married,43586.0,0,1,2012-08-30,26,99,2,11,4,0,16,3,3,0,4,8,0,0,45,132,40s,7,132,2012-08
8346,1974,Bachelor,Single,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,51,296,50s,10,296,2012-08
5564,1969,Bachelor,Single,62882.0,0,1,2012-09-08,26,509,133,497,78,24,97,2,7,5,6,4,0,0,56,1338,50s,18,1338,2012-09
3267,1963,Master,Single,57288.0,0,1,2014-06-25,27,527,0,21,0,0,60,3,8,1,8,6,0,0,62,608,60s,17,608,2014-06
3091,1981,Master,Single,75774.0,1,0,2014-02-05,27,340,21,134,258,14,56,1,7,5,8,4,0,0,44,823,40s,20,823,2014-02
762,1981,Master,Single,75774.0,1,0,2014-02-05,27,340,21,134,258,14,56,1,7,5,8,4,0,0,44,823,40s,20,823,2014-02
8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,1,0,37,1621,30s,14,1621,2014-04
4376,1960,Master,Single,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,65,93,60s,6,93,2014-02
10981,1988,Bachelor,Married,84219.0,0,0,2014-02-02,27,434,137,400,45,137,45,1,3,4,10,1,0,0,37,1198,30s,17,1198,2014-02
486,1988,Bachelor,Married,84219.0,0,0,2014-02-02,27,434,137,400,45,137,45,1,3,4,10,1,0,0,37,1198,30s,17,1198,2014-02
1158,1966,Bachelor,Divorced,48877.0,0,1,2014-05-01,27,102,1,15,2,0,24,1,3,0,4,7,0,0,59,144,50s,7,144,2014-05
9119,1950,Bachelor,Single,60905.0,0,1,2013-05-12,27,208,17,76,36,17,38,2,3,3,7,2,0,0,75,392,70s,13,392,2013-05
6694,1964,Bachelor,Married,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,61,1068,60s,24,1068,2013-11
10573,1953,Bachelor,Divorced,62551.0,0,0,2013-11-18,27,125,16,98,134,21,27,1,6,7,4,3,0,0,72,421,70s,17,421,2013-11
10140,1983,PhD,Single,70123.0,0,0,2013-09-28,27,1308,0,396,23,0,0,1,5,7,4,3,0,0,42,1727,40s,16,1727,2013-09
2286,1962,Bachelor,Single,50785.0,1,1,2013-10-09,27,64,1,21,0,1,27,2,2,1,3,6,0,0,63,114,60s,6,114,2013-10
8420,1970,Master,Married,15315.0,0,0,2013-03-08,27,7,4,13,15,8,17,2,2,0,4,5,0,0,55,64,50s,6,64,2013-03
10065,1970,Master,Married,15315.0,0,0,2013-03-08,27,7,4,13,15,8,17,2,2,0,4,5,0,0,55,64,50s,6,64,2013-03
1029,1970,PhD,Single,64413.0,0,1,2013-01-08,27,200,5,44,0,10,20,1,5,1,5,5,0,0,55,279,50s,11,279,2013-01
4207,1981,PhD,Married,87171.0,0,0,2013-01-05,27,1001,44,107,58,44,44,1,6,7,11,2,0,0,44,1298,40s,24,1298,2013-01
10277,1961,Bachelor,Single,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,64,42,60s,4,42,2013-02
4436,1976,Bachelor,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,49,137,40s,7,137,2013-02
2929,1976,Bachelor,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,49,137,40s,7,137,2013-02
6281,1966,Bachelor,Divorced,55686.0,0,1,2013-02-14,27,673,0,199,37,47,26,2,6,3,5,4,0,0,59,982,50s,14,982,2013-02
10390,1959,Master,Married,26887.0,0,1,2013-10-02,27,6,7,4,3,4,6,1,1,0,3,6,0,0,66,30,60s,4,30,2013-10
2574,1977,PhD,Married,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,1,0,48,1230,40s,18,1230,2013-01
709,1952,Bachelor,Divorced,51537.0,0,1,2012-09-12,27,787,20,204,0,0,92,3,2,2,11,8,0,0,73,1103,70s,15,1103,2012-09
5955,1962,Bachelor,Single,72025.0,0,0,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,0,63,1932,60s,15,1932,2012-11
8486,1971,Master,Single,30538.0,1,0,2012-01-10,27,284,0,52,8,3,20,4,9,0,4,10,0,0,54,367,50s,13,367,2012-01
10343,1991,Master,Single,61618.0,0,0,2012-09-29,27,605,91,399,0,45,205,2,3,6,8,3,0,0,34,1345,30s,17,1345,2012-09
6652,1965,Bachelor,Married,77343.0,0,0,2014-09-06,28,227,151,573,98,54,31,1,3,4,9,1,0,0,60,1134,50s,16,1134,2014-09
8746,1989,Bachelor,Married,75433.0,1,0,2014-05-04,28,800,0,297,0,34,57,2,2,5,10,6,0,0,36,1188,30s,17,1188,2014-05
4686,1962,PhD,Widow,82571.0,0,0,2014-02-04,28,861,31,558,62,95,79,0,6,5,13,2,0,0,63,1686,60s,24,1686,2014-02
3551,1954,Master,Single,60033.0,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,71,198,70s,8,198,2014-03
4338,1983,Bachelor,Single,39062.0,1,0,2014-03-25,28,23,0,9,0,0,12,1,1,0,3,4,0,0,42,44,40s,4,44,2014-03
4444,1972,Bachelor,Married,30023.0,1,0,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8,0,0,53,61,50s,5,61,2014-03
498,1970,Bachelor,Single,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,55,57,50s,5,57,2014-02
8230,1980,Bachelor,Married,33228.0,1,0,2014-01-23,28,22,2,31,7,4,5,1,2,0,3,7,0,0,45,71,40s,5,71,2014-01
2826,1967,Bachelor,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,58,37,50s,5,37,2013-10
6222,1967,Bachelor,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,58,37,50s,5,37,2013-10
7352,1957,Bachelor,Married,55267.0,0,1,2013-10-21,28,161,28,136,32,3,45,4,3,4,6,3,0,0,68,405,60s,13,405,2013-10
10928,1958,Bachelor,Single,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,67,599,60s,15,599,2013-09
10736,1971,Bachelor,Single,72258.0,0,1,2013-12-09,28,522,0,522,227,120,134,2,6,9,5,2,0,0,54,1525,50s,20,1525,2013-12
10163,1984,PhD,Single,82733.0,0,0,2013-10-09,28,712,50,420,65,38,38,1,8,4,7,4,1,0,41,1323,40s,19,1323,2013-10
6168,1963,Bachelor,Divorced,45146.0,1,1,2013-07-15,28,33,0,5,0,0,15,2,1,1,2,4,0,0,62,53,60s,4,53,2013-07
4656,1990,Master,Single,51250.0,1,0,2013-03-30,28,342,32,230,34,32,40,5,10,5,4,9,0,0,35,710,30s,19,710,2013-03
626,1951,Bachelor,Married,32871.0,1,1,2013-09-03,28,22,2,12,0,2,5,1,1,0,3,4,0,0,74,43,70s,4,43,2013-09
3870,1978,Master,Single,63855.0,0,0,2013-09-02,28,359,35,314,93,116,89,1,7,3,13,4,0,0,47,1006,40s,23,1006,2013-09
6299,1968,PhD,Divorced,42564.0,0,1,2013-02-01,28,324,48,186,39,18,198,6,6,8,4,7,1,0,57,813,50s,18,813,2013-02
7798,1972,Master,Single,46344.0,0,1,2012-12-14,28,233,20,57,8,20,91,4,7,1,5,7,0,0,53,429,50s,13,429,2012-12
9973,1963,Bachelor,Married,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,62,490,60s,16,490,2012-10
4299,1960,Bachelor,Single,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,1,0,65,1825,60s,27,1825,2012-09
10971,1977,Bachelor,Single,37774.0,2,0,2012-03-09,28,173,8,107,7,2,176,4,7,2,3,9,1,1,48,473,40s,12,473,2012-03
9931,1963,PhD,Married,4023.0,1,1,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,62,9,60s,0,9,2014-06
6679,1966,Bachelor,Single,33279.0,0,0,2014-12-06,29,10,3,3,0,0,0,1,0,0,3,3,0,0,59,16,50s,3,16,2014-12
5961,1978,Bachelor,Married,42693.0,1,0,2014-07-06,29,8,4,20,6,3,16,1,1,0,3,5,0,0,47,57,40s,4,57,2014-07
6255,1952,Master,Single,70545.0,0,1,2014-03-06,29,138,39,63,55,18,21,1,4,1,7,2,0,0,73,334,70s,12,334,2014-03
8614,1957,Bachelor,Widow,65486.0,0,1,2014-12-05,29,245,19,125,37,67,14,1,4,2,10,2,0,0,68,507,60s,16,507,2014-12
7828,1981,Master,Single,77882.0,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,44,818,40s,11,818,2014-04
1277,1960,Bachelor,Single,78468.0,0,0,2014-09-04,29,434,22,388,104,22,34,1,10,7,10,4,0,0,65,1004,60s,27,1004,2014-09
3595,1963,Bachelor,Single,77226.0,0,1,2014-02-28,29,631,43,239,128,76,21,2,6,8,12,3,0,0,62,1138,60s,26,1138,2014-02
5735,1991,Master,Single,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,34,2525,30s,17,2525,2014-02
5350,1991,Master,Single,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,1,0,34,2525,30s,17,2525,2014-02
4137,1948,Bachelor,Single,70666.0,0,0,2013-06-12,29,398,40,367,119,122,30,1,7,4,4,4,0,0,77,1076,70s,15,1076,2013-06
6357,1959,Master,Divorced,59052.0,0,1,2013-11-17,29,230,35,75,63,57,31,3,7,1,7,5,0,0,66,491,60s,15,491,2013-11
9316,1952,Basic,Single,13084.0,0,0,2013-02-11,29,2,0,7,3,7,10,1,1,0,3,6,0,0,73,29,70s,4,29,2013-02
3578,1949,Bachelor,Divorced,49160.0,0,1,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,0,76,236,70s,10,236,2013-10
153,1953,Bachelor,Divorced,23272.0,0,0,2013-10-17,29,19,3,6,4,2,12,1,1,0,3,4,0,0,72,46,70s,4,46,2013-10
10524,1963,Master,Divorced,49476.0,0,1,2013-06-20,29,386,23,95,54,41,196,4,2,11,5,2,0,0,62,795,60s,18,795,2013-06
1518,1965,Master,Married,62694.0,1,1,2013-06-17,29,379,6,157,25,91,91,5,9,3,7,7,0,0,60,749,50s,19,749,2013-06
2036,1973,PhD,Single,57906.0,0,1,2013-11-06,29,243,11,119,10,3,15,3,4,2,8,4,0,0,52,401,50s,14,401,2013-11
